2023-02-09 00:12:15,153 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 00:12:15,158 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 00:12:15,668 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.5230989456176758s, status True
2023-02-09 00:12:15,670 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 00:12:15,671 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 00:12:15,672 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 00:12:15,673 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 00:12:15,674 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 00:15:02,127 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 00:15:02,130 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 00:15:02,771 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.6495099067687988s, status True
2023-02-09 00:15:02,772 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 00:15:02,773 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 00:15:02,774 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 00:15:02,775 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 00:15:02,776 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 16:04:15,381 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:04:15,392 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:04:16,224 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.8513028621673584s, status True
2023-02-09 16:04:16,226 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:04:16,228 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:04:16,230 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:04:16,232 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:04:16,234 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 16:11:43,468 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:11:43,472 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:11:43,795 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.3328216075897217s, status True
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:11:43,797 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:11:43,797 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-02-09 16:12:40,518 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:12:40,522 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:12:41,137 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.6208090782165527s, status True
2023-02-09 16:12:41,141 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:12:41,142 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:12:41,143 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:12:41,145 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:12:41,146 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-03-17 17:55:10,719 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 17:55:10,724 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 17:55:11,260 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.547173023223877s, status True
2023-03-17 17:55:11,261 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-03-17 17:55:11,261 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-03-17 17:55:11,262 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-03-17 17:55:11,262 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-03-17 17:55:11,263 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-03-17 18:08:53,949 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 18:08:53,955 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 18:08:54,541 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.597794771194458s, status True
2023-03-17 18:09:19,306 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 18:09:19,311 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 18:09:19,803 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.5024290084838867s, status True
2023-03-17 18:09:48,970 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies eq1: 1
2023-03-17 18:09:48,970 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies dupeq1: 1
2023-03-17 18:09:48,970 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies eqx: 1
2023-03-17 18:09:48,970 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies dupeqx: 1
2023-03-17 18:09:48,970 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies ef: 0
2023-03-17 18:09:48,970 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies ef1: 1
2023-03-17 18:09:48,970 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies efx: 0
2023-03-17 18:09:48,971 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies po: 1
2023-03-17 18:09:48,972 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies eq+po: 0
2023-03-17 18:09:48,973 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies eq1+po: 1
2023-03-17 18:09:48,974 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies eqx+po: 1
2023-03-17 18:09:48,974 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:09:48,975 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies eqx+efx+po: 0
2023-03-17 18:09:48,976 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies ef+po: 0
2023-03-17 18:09:48,977 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies ef1+po: 1
2023-03-17 18:09:48,978 DEBUG eq 36 update_results:: instance 34, method mnw, satisfies efx+po: 0
2023-03-17 18:09:49,441 INFO eq 157 eq_goods:: done with mnw for instance 35 in 0.4621419906616211s, status True
2023-03-17 18:09:49,442 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies eq: 0
2023-03-17 18:09:49,442 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies eq1: 1
2023-03-17 18:09:49,442 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies dupeq1: 1
2023-03-17 18:09:49,442 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies eqx: 1
2023-03-17 18:09:49,442 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies dupeqx: 1
2023-03-17 18:09:49,442 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies ef: 0
2023-03-17 18:09:49,442 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies ef1: 1
2023-03-17 18:09:49,442 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies efx: 1
2023-03-17 18:09:49,443 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies po: 1
2023-03-17 18:09:49,444 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies eq+po: 0
2023-03-17 18:09:49,445 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies eq1+po: 1
2023-03-17 18:09:49,446 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies eqx+po: 1
2023-03-17 18:09:49,447 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:09:49,448 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:09:49,449 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies ef+po: 0
2023-03-17 18:09:49,450 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies ef1+po: 1
2023-03-17 18:09:49,451 DEBUG eq 36 update_results:: instance 35, method mnw, satisfies efx+po: 1
2023-03-17 18:09:49,949 INFO eq 157 eq_goods:: done with mnw for instance 36 in 0.49639892578125s, status True
2023-03-17 18:09:49,950 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies eq: 0
2023-03-17 18:09:49,950 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies eq1: 1
2023-03-17 18:09:49,950 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies dupeq1: 1
2023-03-17 18:09:49,950 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies eqx: 1
2023-03-17 18:09:49,950 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies dupeqx: 1
2023-03-17 18:09:49,950 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies ef: 1
2023-03-17 18:09:49,950 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies ef1: 1
2023-03-17 18:09:49,951 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies efx: 1
2023-03-17 18:09:49,951 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies po: 1
2023-03-17 18:09:49,952 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies eq+po: 0
2023-03-17 18:09:49,953 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies eq1+po: 1
2023-03-17 18:09:49,954 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies eqx+po: 1
2023-03-17 18:09:49,955 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:09:49,956 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:09:49,957 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies ef+po: 1
2023-03-17 18:09:49,957 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies ef1+po: 1
2023-03-17 18:09:49,959 DEBUG eq 36 update_results:: instance 36, method mnw, satisfies efx+po: 1
2023-03-17 18:09:50,415 INFO eq 157 eq_goods:: done with mnw for instance 37 in 0.4553699493408203s, status True
2023-03-17 18:09:50,416 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies eq: 0
2023-03-17 18:09:50,416 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies eq1: 1
2023-03-17 18:09:50,416 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies dupeq1: 1
2023-03-17 18:09:50,416 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies eqx: 1
2023-03-17 18:09:50,416 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies dupeqx: 1
2023-03-17 18:09:50,416 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies ef: 0
2023-03-17 18:09:50,416 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies ef1: 1
2023-03-17 18:09:50,416 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies efx: 1
2023-03-17 18:09:50,417 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies po: 1
2023-03-17 18:09:50,418 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies eq+po: 0
2023-03-17 18:09:50,419 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies eq1+po: 1
2023-03-17 18:09:50,420 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies eqx+po: 1
2023-03-17 18:09:50,421 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:09:50,422 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:09:50,423 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies ef+po: 0
2023-03-17 18:09:50,424 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies ef1+po: 1
2023-03-17 18:09:50,425 DEBUG eq 36 update_results:: instance 37, method mnw, satisfies efx+po: 1
2023-03-17 18:09:50,849 INFO eq 157 eq_goods:: done with mnw for instance 38 in 0.42342185974121094s, status True
2023-03-17 18:09:50,850 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies eq: 0
2023-03-17 18:09:50,850 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies eq1: 1
2023-03-17 18:09:50,850 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies dupeq1: 1
2023-03-17 18:09:50,850 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies eqx: 1
2023-03-17 18:09:50,850 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies dupeqx: 1
2023-03-17 18:09:50,850 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies ef: 0
2023-03-17 18:09:50,850 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies ef1: 1
2023-03-17 18:09:50,850 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies efx: 1
2023-03-17 18:09:50,851 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies po: 1
2023-03-17 18:09:50,852 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies eq+po: 0
2023-03-17 18:09:50,853 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies eq1+po: 1
2023-03-17 18:09:50,853 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies eqx+po: 1
2023-03-17 18:09:50,854 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:09:50,855 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:09:50,856 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies ef+po: 0
2023-03-17 18:09:50,857 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies ef1+po: 1
2023-03-17 18:09:50,858 DEBUG eq 36 update_results:: instance 38, method mnw, satisfies efx+po: 1
